pk,jsondata,id,name,description,markup_description
458,"{""vdoc"": ""0==No||1==Yes""}",ARW2-5-01a,"If there are noun classes/genders, state how many",i.e. if the answer to 2.5.01 is YES,
459,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-02,Is there a morphologically-marked switch reference system?,,
460,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-03,Is there a morphologically marked distinction between simultaneous and sequential clauses?,,
461,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME1-1,Is present tense marked morpho-syntactically?,,
462,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME1-2,Is future tense marked morpho-syntactically?,future expressed by tense rather than mood or aspect; prediction,
463,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ17,"Accusative alignment in simple clauses (by word order, verbal marking or case marking`with no major conflicting signals)",split system = N,
464,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ16,"Core case (i.e. case marker for nominative, accusative, ergative, absolutive)",,
465,"{""vdoc"": ""A==small (0-4)||B==medium (5-6)||C==large (7 and higher)""}",FFQ15,Elaborate case marking system (phonologically dependent elements),,
466,"{""vdoc"": ""N==no||AFF==affix||CLI==clitic||PAR==particle||AUX==auxiliary||STEM==stem change/ suppletion||?==unknown""}",TAME1-3,Is past tense marked morpho-syntactically?,i.e. a past marker of any remoteness value,
467,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ13,Prefixes (specify whether this includes person prefixes),,
468,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ12,Aspirated stops (phonemic),,
469,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ11,Glottalized stops (phonemic),,
470,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ10,Nasal spread,,
471,"{""vdoc"": ""1==true||0==false""}",ARGEX3-1-1,A distinct morpheme marks the inverse construction on the verb,,
472,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ19,Classifier or gender systems,"> 1 marked class, beyond pronouns",
473,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ18,Dependent marking for possession (beyond pronouns),,
474,"{""vdoc"": ""0==No||1==Yes""}",ARW38,There is an impersonal/unspecified prefix/proclitic for verbs,,
475,"{""vdoc"": ""0==No||1==Yes""}",ARW39,The personal prefix/proclitic 1SG is ni-/no-,,
476,"{""vdoc"": ""1==true||0==false""}",ARGEX3-1-3,Inverse constructions can be used to distinguish between third person participants,,
477,"{""vdoc"": ""0==No||1==Yes""}",ARW30,Adjectives are noun-like,,
478,"{""vdoc"": ""0==No||1==Yes""}",ARW31,Adjectives are like stative verbs,,
479,"{""vdoc"": ""0==No||1==Yes""}",ARW32,The possessor is marked by a personal prefix/proclitic on the possessed noun,,
480,"{""vdoc"": ""0==No||1==Yes""}",ARW33,The order of NPs is possessor-possessed,,
481,"{""vdoc"": ""0==No||1==Yes""}",ARW34,The order of NPs is possessed-possessor,,
482,"{""vdoc"": ""0==No||1==Yes""}",ARW35,The possessor marking is the same personal prefix/proclitic as S/A on verbs,,
483,"{""vdoc"": ""0==No||1==Yes""}",ARW36,There is an impersonal/unspecified possessor prefix/proclitic for nouns,,
484,"{""vdoc"": ""0==No||1==Yes""}",ARW37,There is an impersonal/unspecified possessor suffix/enclitic for nouns,,
520,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-01,Is a pragmatically unmarked constituent order SV for intransitive clauses?,,
485,"{""vdoc"": ""A==dem-N||B==N-dem||C==both orders with neither order dominant||D==both but for specific forms||E==both but depend on the characteristics of the nominal head||F==neither - demonstratives are not used adnominally||N/A==not applicable""}",NP110,What is the most frequent order of demonstrative and noun?,,
486,"{""vdoc"": ""A==adjectives||B==verbs||C==nouns||D==some numerals are nouns and some are verbs||E==adverbs||F==not applicable""}",NP610,Which class do native numerals belong to?,"By 'native numerals' are meant numerals not borrowed from Spanish or Portuguese, or other dominant language.",
487,"{""vdoc"": ""1==yes||0==no||N/A==not applicable""}",NP230,Is there agreement between demonstrative/determiner and the noun in the NP?,,
488,"{""vdoc"": ""1==yes||0==no||N/A==not applicable""}",NP231,Is there agreement in NUMBER between demonstrative and noun?,,
489,"{""vdoc"": ""1==yes||0==no||N/A==not applicable""}",NP232,Is there agreement in GENDER between demonstrative and noun?,,
490,"{""vdoc"": ""1==yes||0==no||N/A==not applicable""}",NP233,Is there agreement in PHYSICAL PROPERTIES between demonstrative and noun?,,
491,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-09,Is there a voicing contrast between oral (i.e. non-prenasal) stops?,,
492,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-08,Is there a phonemic velar fricative or glide?,,
493,"{""vdoc"": ""0==No||1==Yes""}",ICU28,Is there inflectional marking of a future/non-future distinction?,"Corresponds to WALS feature number: 67 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
494,"{""vdoc"": ""0==No||1==Yes""}",ICU29,Does the language mark a perfective/imperfective distinction?,"Corresponds to WALS feature number: 65 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
495,"{""vdoc"": ""0==No||1==Yes""}",ICU22,Is the indefinite article the same as 'one'?,"Corresponds to WALS feature number: 38 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
496,"{""vdoc"": ""0==No||1==Yes""}",ICU23,Is the indefinite article distinct from 'one'?,"Corresponds to WALS feature number: 38 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
497,"{""vdoc"": ""0==No||1==Yes""}",ICU20,Are pronominal subjects verbal affixes?,"Corresponds to WALS feature number: 101 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
498,"{""vdoc"": ""0==No||1==Yes""}",ICU21,Are pronominal subjects clitics on a variable host?,"Corresponds to WALS feature number: 101 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
499,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-05,Are there fricative phonemes?,,
500,"{""vdoc"": ""0==No||1==Yes""}",ICU27,Are nominal and verbal conjunction expressed with the same marker?,"Corresponds to WALS feature number: 64 [http://wals.info], Constenla feature number: na [Constenla Umaña, Adolfo. (1991) Las lenguas del área intermedia: introducción a su estudio areal. San José: Universidad de Costa Rica.]",
501,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-07,Is there a phonemic distinction between l/r?,,
502,"{""vdoc"": ""0==No||1==Yes""}",ARW1-1-06,Are there phonemic prenasalised stops?,,
503,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-03a,Is there a dual (or unit augmented) in addition to a plural (or augmented) number category in pronouns?,,
504,"{""vdoc"": ""0==No||1==Yes""}",ARW49,The personal suffix/enclitic 1SG is -ni/-no,,
505,"{""vdoc"": ""0==No||1==Yes""}",ARW48,3PL is no-/na-,,
506,"{""vdoc"": ""0==No||1==Yes""}",ARW45,3SGf is ri- or (l)i-,,
507,"{""vdoc"": ""0==No||1==Yes""}",ARW44,3SGm is ro- or (l)o-,,
508,"{""vdoc"": ""0==No||1==Yes""}",ARW47,2PL is (y)i-/hi-,,
509,"{""vdoc"": ""0==No||1==Yes""}",ARW46,1PL is vi-/wa-,,
510,"{""vdoc"": ""0==No||1==Yes""}",ARW41,2SG is pi-/bi-,,
511,"{""vdoc"": ""0==No||1==Yes""}",ARW40,The personal prefix/proclitic 1SG is ta-/da-,,
512,"{""vdoc"": ""0==No||1==Yes""}",ARW43,3SGm is ri- or (l)i-,,
513,"{""vdoc"": ""0==No||1==Yes""}",ARW42,3SGf is ro- or (l)o-,,
514,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-06,Is constituent order fixed?,"Do not consider 'left or right-dislocation', accompanied by intonational signals",
515,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-07,Can negation be marked clause-finally?,This includes suffixes on verb-final clauses; prefixes on clause-final verbs do not count; Don't include elliptical 'Pete didn't',
516,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-04,Is a pragmatically unmarked constituent order verb-medial for transitive clauses?,,
517,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-05,Is a pragmatically unmarked constituent order verb-final for transitive clauses?,,
518,"{""vdoc"": ""0==No||1==Yes""}",ARW4-1-02,Is a pragmatically unmarked constituent order VS for intransitive clauses?,,
521,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==none""}",ARGEX5-3,P is case-marked,,
524,"{""vdoc"": ""0==No||1==Yes""}",ARW3-5-02,Is gender marked anywhere separately to person?,,
525,"{""vdoc"": ""0==No||1==Yes""}",ARW3-5-04,Is negation marked morphologically on the verbs?,"i.e. affixation, stem alternation, neutralization of some inflection",
526,"{""vdoc"": ""1==yes||0==no""}",NP11,Is nominalization the main strategy for adverbial clause formation?,"e.g. 'When I arrived in Q, I saw a friend', or 'Because my brother came, we gave a big party'.",
527,"{""vdoc"": ""1==yes||0==no""}",NP10,Is nominalization the main strategy for attributive (relative) clause formation?,e.g. 'We see the dog that usually bites'='We see the usually biting dog',
528,"{""vdoc"": ""1==interrogative-based indefinites (please mark if an element meaning 'also'is added)||2==Generic-noun-based indefinites||3==special indefinites||4==mixed indefinites||5==existential constructions""}",NP13,In what way are indefinite pronouns realized?,,
529,"{""vdoc"": ""1==yes||0==no""}",NP12,Is nominalization the main strategy for complement clause formation?,e.g. 'We know that he drinks too much'= 'We know [his drinking too much]',
530,"{""vdoc"": ""1==-yka||2==-chka||3==-ku (or reflexes)""}",AND19,What is the form for the Durative marker,,
531,"{""vdoc"": ""1==-nchikman||2==-chwan||3==both""}",AND18,What is the form for the potential 1PLINCL,,
532,"{""vdoc"": ""0==no||1==yes""}",AND15,Does the language has productive gerund marked with -stin,,
533,"{""vdoc"": ""0==no||1==yes""}",AND14,Are there other switch reference markers than -spa/-r and -qti/-kpi (extended system),,
534,"{""vdoc"": ""1==-ykiman/ -nkiman; ||2==-waq||3==both""}",AND17,What is the form for the potential 2SG,,
535,"{""vdoc"": ""1==-\u00f1aq||2==shqa""}",AND16,What is the form for the narrative?,,
536,"{""vdoc"": ""1==-na-chi-||2==na-ka-chi-""}",AND11,What is the form of the reciprocal causative,,
537,"{""vdoc"": ""1==-ku||2==-ri""}",AND10,What is the form of the reflexive marker?,,
538,"{""vdoc"": ""1==-qti||2==-kpi""}",AND13,Is DS marked with -qti (1) or -kpi (2),,
539,"{""vdoc"": ""1==-spa||2==-r||3==both""}",AND12,Is SS marked with -spa (1)  or -r (2),,
540,"{""vdoc"": ""1==true||0==false""}",ARGEX7-1-4,Introduced arguments can be included as obliques in non-derived clauses,,
541,"{""vdoc"": ""0==No||1==Yes""}",ARW2-8-01b,"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) used attributively require the same morphological treatment as verbs?",,
542,"{""vdoc"": ""0==No||1==Yes""}",ARW2-8-01a,"Do core adjectives (defined semantically as property concepts; value, shape, age, dimension) act like verbs in predicative position?",,
543,"{""vdoc"": ""0==No||1==Yes""}",ARW3-5-05a,Can locative or direction be morphologically marked on the verb?,Locative as Direct Object ('she sleeps mat') does not qualify,
544,"{""vdoc"": ""0==No||1==Yes""}",ARW3-4-02a,Can instruments be marked on the verb?,,
545,"{""vdoc"": ""A==accusative||B==ergative||C==neutral||D==tripartite||E==no pronouns""}",ARGEX5-7,Pronouns show the following case alignment pattern,,
546,"{""vdoc"": ""A==adj-N||B==N-adj||C==both orders with neither order dominant||D==both but for specific forms||E==both but depend on the characteristics of the nominal head||F==neither, adjectives are not used adnominally""}",NP140,What is the most frequent order of property word (adjective) and noun?,,
547,"{""vdoc"": ""0==No||1==Yes""}",ARW4-3-08a,Are there conditional non-finite subordinate clauses?,,
548,"{""vdoc"": ""A==independent prefix/proclitic||B==independent suffix/enclitic||C==fused with person||D==none||E==no gender""}",ARGEX2-6,Gender can be marked for A,,
549,"{""vdoc"": ""0==No||1==Yes""}",ARW5-2-12,Is sex of speaker a factor in differentiating at least one sibling term?,,
550,"{""vdoc"": ""0==No||1==Yes""}",ARW2-1-02a,Is an indefinite NP obligatorily accompanied by an indefinite (or non-specific) article?,"If only on personal names, disregard",
551,"{""vdoc"": ""0==No||1==Yes""}",ARW5-2-10,Is relative age a factor in differentiating at least one sibling term?,,
552,"{""vdoc"": ""A==accusative||B==ergative||C==neutral""}",ARGEX5-6,Nouns show the following case alignment pattern,,
553,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ3,Contrastive vowel nasalization,,
554,"{""vdoc"": ""0==No||1==Yes""}",ARW4-5-03,Is there tail-head linkage?,(i.e. a discourse strategy in which the final verb of one sentence is repeated as the first verb of the next sentence),
555,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ1,Central high vowel (phonemic),,
556,"{""vdoc"": ""A==verbal morphology||B==auxiliary||C==both||D==none""}",ARGEX8-1,Passive constructions are marked by,,
557,"{""vdoc"": ""0==No||1==Yes""}",ARW4-5-06,Are nouns reduplicated?,,
558,"{""vdoc"": ""0==No||1==Yes""}",ARW4-5-07,Are elements apart from verbs or nouns reduplicated?,,
559,"{""vdoc"": ""0==No||1==Yes""}",ARW3-7-07a,Is there incorporation of nouns into verbs a productive intransitivizing process?,,
560,"{""vdoc"": ""0==No||1==Yes""}",ARW4-5-05,Are verbs reduplicated?,,
561,"{""vdoc"": ""A==< One third of consonants||B==Between one third and two thirds||C==> More thean two thirds""}",FFQ9,Closed syllables (number of consonants allowed in coda),,
562,"{""vdoc"": ""A==0||B==1||C==>1""}",FFQ8,Single liquid phoneme (phonemic),,
563,"{""vdoc"": ""A==obligatory||B==variable||C==none||D==no case""}",ARGEX5-5,Case marking of core inanimate arguments is,,
564,"{""vdoc"": ""0==No||1==Yes""}",ARW2-9-02a,Is there case marking for oblique pronouns?,,
565,"{""vdoc"": ""1==true||0==false""}",ARGEX4-1-2,"S of stative verbs with control (e.g. reside, be patient, be prudent) are treated like minor class",,
566,"{""vdoc"": ""1==true||0==false""}",ARGEX4-1-3,Intransitive verbs can alternate between classes depending on semantic considerations,,
567,"{""vdoc"": ""1==true||0==false""}",ARGEX4-1-1,"S of event verbs without control (e.g. hiccup, die, slip) are treated like minor class",,
568,"{""vdoc"": ""A==A||B==P||C==neither""}",ARGEX4-1-4,Minor class of intransitive verbs show alignment with,,
569,"{""vdoc"": ""A==prefix/proclitic||B==suffix/enclitic||C==none""}",ARGEX5-4,R is case marked,,
570,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-01,Is there an inclusive/exclusive distinction?,,
571,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-03,Is number marked in pronouns?,not necessarily morphologically,
572,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-02,"Is there a gender distinction in 3rd person pronouns (or demonstratives, if no 3rd person pronouns)?",either two- or threefold,
573,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-05,Are 2nd and 3rd persons conflated in non-singular numbers?,morphologically in any paradigm; disregard pragmatics/politeness,
574,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-04,Are 1st and 2nd persons conflated in any context?,,
575,"{""vdoc"": ""0==No||1==Yes""}",ARW2-2-06,Are person categories neutralized under some conditions?,"e.g. in non-singular, under NEG, in certain TAM",
576,"{""vdoc"": ""Y==yes||N==no||?==not known""}",FFQ14,Isomorphism of possessor and core verbal argument person markers,,
577,"{""vdoc"": ""0==No||1==Yes""}",ARW3-1-06,"Can infixation be used on verbs for derivational, aspectual, or voice-changing purposes?",,
578,"{""vdoc"": ""0==No||1==Yes""}",ARW3-1-03,Do the same morphemes systematically encode both TAM and person?,,
579,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-11,Is number marking prohibited on certain (types of) nouns?,"(do not include proper nouns, e.g. place names or personal names)",
580,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-12,Is there a productive morphologically marked Action/state nominalization (arrive-arrival)?,"if a language is precategorial, include the morphological mechanisms to produce such 'nominalizations'",
581,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-13,Is there a productive morphologically marked Agentive nominalization (sing-er)?,,
582,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-14,Is there a productive morphologically marked Object nominalization (sing; song)?,,
583,"{""vdoc"": ""1==true||0==false""}",ARGEX6-1-1,Causative constructions can only be derived from intransitive predicates,,
584,"{""vdoc"": ""A==Oblique||B==R||C==T||D==A""}",ARGEX6-1-2,The causee in transitive-derived causative constructions is treated as,,
585,"{""vdoc"": ""1==true||0==false""}",ARGEX6-1-3,Direct and indirect causation are formally distinguished,,
586,"{""vdoc"": ""1==true||0==false""}",ARGEX6-1-4,Direct and sociative causation are formally distinguished,,
587,"{""vdoc"": ""0==No||1==Yes""}",ARW3-1-04a,"Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A &amp; S + TAM)?","A, S, and O affixes are dealt with in 3.3",
588,"{""vdoc"": ""1==true||0==false""}",ARGEX10-2,Reflexive constructions are marked with a specialized particle,,
589,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-10,Are there different orders of elements in a possessive phrase for different classes of possession?,emphasis on for different types of possession,
590,"{""vdoc"": ""A==obligatory||B==optional||C==none""}",ARGEX10-3,Language has independent reflexive pronouns,,
591,"{""vdoc"": ""1==yes||0==no""}",NP1021,Can 'past' be marked? [NP1021],,
592,"{""vdoc"": ""1==yes||0==no""}",NP1020,Can temporal or aspectual distinctions with a propositional scope be marked on the head noun?,e.g. [it is my house-PST] = 'it was my house',
593,"{""vdoc"": ""A==different||B==same||C==depends on the noun||D==there are no tense markers on verbs - nominal tense markers are (one of the) main means of tense marking""}",NP1023,Are tense markers which occur on nouns morphologically different from the tense markers on verbs in that language? [NP1023],,
594,"{""vdoc"": ""1==yes||0==no""}",NP1022,Can 'future' be marked? [NP1022],,
595,"{""vdoc"": ""A==not limited to certain nouns||B==limited to certain nouns""}",NP1024,Is the use of nominal temporal markers semantically limited to certain nouns? [NP1024],"nouns denoting non-kin relationships (e.g. wife, girlfriend) or occupations (e.g. teacher).",
596,"{""vdoc"": ""A==preposition/prefix||B==suffix/postposition||C==neither""}",ARGEX5-9,Obliques are case marked,,
597,"{""vdoc"": ""A==indirective||B==secundative||C==neutral""}",ARGEX5-8,Ditransitive constructions show the following alignment pattern,,
598,"{""vdoc"": ""0==No||1==Yes""}",ARW2-9-01a,Is there case marking for core pronouns?,,
599,"{""vdoc"": ""0==No||1==Yes""}",ARW5-2-11,Is sex of referent a factor in differentiating at least one sibling term?,,
600,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-09a,Is possessor-possessed a normal order for elements of the attributive possessive construction?,,
601,"{""vdoc"": ""0==No||1==Yes""}",ARW2-6-09b,Is possessed-possessor a normal order for elements of the attributive possessive construction?,,
602,"{""vdoc"": ""1==yes||0==no""}",NP740,Is there a morphologically marked collective marker?,e.g. bird-COL = 'all types of birds',
603,"{""vdoc"": ""0==No||1==Yes""}",ARW2-4-11a,Are there associative plurals?,e.g. Mary-PL = Mary and her family,
604,"{""vdoc"": ""0==No||1==Yes""}",ARW2-9-02,Is there case marking for oblique nominal NPs ?,"e.g. locationals, instrumentals, etc. do not count adpositions",
