pk,comment,example,contributed_datapoint
29700,,,Joshua Birchall 2013-12-16
29701,marker -n or nasalization of final vowel,,Joshua Birchall 2013-12-16
29702,,,Joshua Birchall 2013-12-16
29703,,,Joshua Birchall 2013-12-16
29704,,,Joshua Birchall 2013-12-16
29705,,,Joshua Birchall 2013-12-16
29706,,,Joshua Birchall 2013-12-16
29707,,,Joshua Birchall 2013-12-16
29708,,,Joshua Birchall 2013-12-16
29709,,,Joshua Birchall 2013-12-16
29710,,,Joshua Birchall 2013-12-16
29711,,,Joshua Birchall 2013-12-16
29712,,,Joshua Birchall 2013-12-16
29713,marked by suppression of final vowel.  Indirect objects (dative/ilative) are marked by -ru and can also be referenced on the verb.,,Joshua Birchall 2013-12-16
29714,,,Joshua Birchall 2013-12-16
29715,,,Joshua Birchall 2013-12-16
29716,,,Joshua Birchall 2013-12-16
29717,,Cerrón Palomino 2006:125,Simon van de Kerke 2014-06-03
29718,,,Joshua Birchall 2013-12-16
29719,,,Joshua Birchall 2013-12-16
29720,,kuminijasay allan-ta 'cambiaré camino',Simon van de Kerke 2014-06-03
29721,,,Joshua Birchall 2013-12-16
29722,,,Joshua Birchall 2013-12-16
29723,,,Simon van de Kerke 2014-06-03
29724,,,Joshua Birchall 2013-12-16
29725,,,Joshua Birchall 2013-12-16
29726,"same case marker used for direct objects, indirect objects and some locative nouns",,Joshua Birchall 2013-12-16
29727,'specific object marker' also used for some oblique functions,,Joshua Birchall 2013-12-16
29728,,,Joshua Birchall 2013-12-16
29729,,,Joshua Birchall 2013-12-16
29730,,,Joshua Birchall 2013-12-16
29731,BOLD:,,Joshua Birchall 2013-12-16
29732,,,Joshua Birchall 2013-12-16
29733,,,Simon van de Kerke 2014-06-03
29734,,,Joshua Birchall 2013-12-16
29735,younger speakers no longer use the accusative -ra,,Joshua Birchall 2013-12-16
29736,One of the many fascinating things about Shuar is that accusative marking is determined by  person: only (1SG and 3) take on the accusative suffix -na. Further all the others are not marked.,1) aishman libron nunká nankimiáyi 2) iish namak ihiuyahi||1) aishman libro-n nunká nanki-miá-yi  2)ii-sh namak ihiu-ia-hi||1) Man book-ACC down spear-VR-REMPAST:3SG:DECL 2) 1PL-ADD fish poke-REMPAST1PL:DECL||1) 'The man threw the book(s) on the floor'  2)'We poked the fish',George Saad 2013-12-22
29737,,,Joshua Birchall 2013-12-16
29738,"inanimate objects do not receive case, animals are optional",,Joshua Birchall 2013-12-16
29739,"when post-verbally, O is marked with postposition be.  It can still be referenced on the verb and no other marking appears.",,Joshua Birchall 2013-12-16
29740,,,Joshua Birchall 2013-12-16
29741,,,Joshua Birchall 2013-12-16
29742,,,Joshua Birchall 2013-12-16
29743,'affected' case marks O,,Joshua Birchall 2013-12-16
29744,,,Joshua Birchall 2013-12-16
29745,,,Joshua Birchall 2013-12-16
29746,,,Joshua Birchall 2013-12-16
29747,,,Joshua Birchall 2013-12-16
29748,,,Joshua Birchall 2013-12-16
29749,,,Joshua Birchall 2013-12-16
29750,,,Joshua Birchall 2013-12-16
29751,BOLD:,,Joshua Birchall 2013-12-16
29752,,,Joshua Birchall 2013-12-16
29753,,,Joshua Birchall 2013-12-16
29754,,,Joshua Birchall 2013-12-16
29755,,,Joshua Birchall 2013-12-16
29756,,,Simon van de Kerke 2014-06-03
29757,,,Joshua Birchall 2013-12-16
29758,,,Joshua Birchall 2013-12-16
29759,accusative marker is labelled dative since it always occurs on indirect objects but only on definite direct objects,,Joshua Birchall 2013-12-16
29760,,,Joshua Birchall 2013-12-16
29761,,,Joshua Birchall 2013-12-16
29762,,"Weber 1989:179, ex.630-632",Simon van de Kerke 2014-06-03
29763,,,Simon van de Kerke 2014-06-03
29764,,,Simon van de Kerke 2014-06-03
29765,,,Simon van de Kerke 2014-06-03
29766,,ñuka amigo asa-ra upi-n 'my friend chicha-acc drink',Simon van de Kerke 2014-06-03
29767,,,Simon van de Kerke 2014-06-03
29768,,,Simon van de Kerke 2014-06-03
29769,,"1976: 63, ex. 1",Simon van de Kerke 2014-06-03
29770,,,Simon van de Kerke 2014-06-03
29771,,"1982:70, ex.248-9",Simon van de Kerke 2014-06-03
29772,,"1977, 98",Simon van de Kerke 2014-06-03
29773,,ex. 100a,Simon van de Kerke 2014-06-03
29774,,,Simon van de Kerke 2014-06-03
29775,,Parker 1976: 83,Simon van de Kerke 2014-06-03
29776,,misi-ga kisu-da shuwa-rga cat-TO cheese-AC steal-PAST,Simon van de Kerke 2014-06-03
29777,,Cerron 1976:129-130,Simon van de Kerke 2014-06-03
29778,,,Joshua Birchall 2013-12-16
29779,"P is marked with a postposition in auxiliary constructions.  Certain classes of verbs ('auxiliés', see 2011:103) always occur within an auxiliary construction and always have case-marked objects.  Some verbs ('auxiliables' 2011:103-105) can occur in the same construction, and certain verbs never do.  The 'auxiliables' set is the largest.",,Joshua Birchall 2013-12-16
29780,,,Joshua Birchall 2013-12-16
29781,,,Joshua Birchall 2013-12-16
29782,,,Joshua Birchall 2013-12-16
29783,,,Joshua Birchall 2013-12-16
29784,"O is marked with -nuku (or -na for pronouns) if: topical, referential, specific, definite, or important",,Joshua Birchall 2013-12-16
29785,,,Joshua Birchall 2013-12-16
29786,,,Joshua Birchall 2013-12-16
29787,,,Joshua Birchall 2013-12-16
29788,,,Joshua Birchall 2013-12-16
29789,,,Joshua Birchall 2013-12-16
29790,,,Joshua Birchall 2013-12-16
29791,,,Simon van de Kerke 2014-06-03
29792,,,Joshua Birchall 2013-12-16
29793,,,Joshua Birchall 2013-12-16
29794,,,Joshua Birchall 2013-12-16
29795,"animate objects (always humans?)  do take special marker, p.105-110",,Joshua Birchall 2013-12-16
29796,absolutive unmarked,,Joshua Birchall 2013-12-16
29797,,,Joshua Birchall 2013-12-16
29798,,,Joshua Birchall 2013-12-16
29799,,,Joshua Birchall 2013-12-16
29800,,,Joshua Birchall 2013-12-16
29801,"Recipient is obligatorily realized.  If two objects, recipient is GOAL case-marked (2000:479)",,Joshua Birchall 2013-12-16
29802,,,Joshua Birchall 2013-12-16
29803,Only human recipients,,Joshua Birchall 2013-12-16
29804,,,Joshua Birchall 2013-12-16
29805,,,Joshua Birchall 2013-12-16
29806,,,Joshua Birchall 2013-12-16
29807,,,Joshua Birchall 2013-12-16
29808,,,Joshua Birchall 2013-12-16
29809,marked with accusative suffix -ke,,Joshua Birchall 2013-12-16
29810,,,Joshua Birchall 2013-12-16
29811,,,Joshua Birchall 2013-12-16
29812,,"2009:54, ex.10",Simon van de Kerke 2014-06-03
29813,,,Joshua Birchall 2013-12-16
29814,,,Joshua Birchall 2013-12-16
29815,,,Simon van de Kerke 2014-06-03
29816,,,Joshua Birchall 2013-12-16
29817,,,Joshua Birchall 2013-12-16
29818,,,Simon van de Kerke 2014-06-03
29819,,,Joshua Birchall 2013-12-16
29820,,,Joshua Birchall 2013-12-16
29821,,,Joshua Birchall 2013-12-16
29822,,,Joshua Birchall 2013-12-16
29823,,,Joshua Birchall 2013-12-16
29824,,,Joshua Birchall 2013-12-16
29825,,,Joshua Birchall 2013-12-16
29826,BOLD:,,Joshua Birchall 2013-12-16
29827,,,Joshua Birchall 2013-12-16
29828,,,Simon van de Kerke 2014-06-03
29829,,,Joshua Birchall 2013-12-16
29830,"recipients can also appear as O.  This is not very common with the verb 'give', but it happens with other ditransitive verbs like 'show' and 'command', which have both R-marking strategies available",,Joshua Birchall 2013-12-16
29831,Bother arguments are marked with the accusative suffix -na,huna nukurmin susatahai||hu-na nuku-rmi-n su-sa-ta-ha-i||PRX-ACC mother-PERT:2SG-ACC give-ATT-IFUT-1SG-DECL||I will give this to your mother',George Saad 2013-12-22
29832,,,Joshua Birchall 2013-12-16
29833,,,Joshua Birchall 2013-12-16
29834,,,Joshua Birchall 2013-12-16
29835,,,Joshua Birchall 2013-12-16
29836,pronominal arguments are marked on the postposition by a prefix.  Lexical arguments are realized followed by the postposition.,,Joshua Birchall 2013-12-16
29837,"In derived ditransitives  like 'send' caus-go, R can be marked, but with basic ditransitives like 'give' and 'show', T is marked like an oblique",,Joshua Birchall 2013-12-16
29838,"receives 'affected', i.e. object marker.  A 'recipient' postposition is described in 2004:436, but this appears to mark a goal of motion and not the recipient of a ditransitive verb.",,Joshua Birchall 2013-12-16
29839,,,Joshua Birchall 2013-12-16
29840,,,Joshua Birchall 2013-12-16
29841,,,Joshua Birchall 2013-12-16
29842,,,Joshua Birchall 2013-12-16
29843,,,Joshua Birchall 2013-12-16
29844,,,Joshua Birchall 2013-12-16
29845,,,Joshua Birchall 2013-12-16
29846,BOLD:,,Joshua Birchall 2013-12-16
29847,,,Joshua Birchall 2013-12-16
29848,,,Joshua Birchall 2013-12-16
29849,,,Joshua Birchall 2013-12-16
29850,,,Joshua Birchall 2013-12-16
29851,,,Simon van de Kerke 2014-06-03
29852,,,Joshua Birchall 2013-12-16
29853,,,Joshua Birchall 2013-12-16
29854,,,Joshua Birchall 2013-12-16
29855,treated as an applied object.,,Joshua Birchall 2013-12-16
29856,,,Joshua Birchall 2013-12-16
29857,,"Weber 1989:180, ex.634",Simon van de Kerke 2014-06-03
29858,,,Simon van de Kerke 2014-06-03
29859,,,Simon van de Kerke 2014-06-03
29860,,,Simon van de Kerke 2014-06-03
29861,,sisa-ra sisa-ra warmi-ma ku-ni 'flower-ac woman-dat give-1sg',Simon van de Kerke 2014-06-03
29947,,,Joshua Birchall 2013-12-16
29948,,,Joshua Birchall 2013-12-16
29862,,/ chay runa-kuna laraw-man hamu-ku-sqa tunshuwanka urqu-man ñawpa-q wamra-n-ta anqusha-q-si ka-rqa sinchimarka-caw-hina / Les hommes établis &agrave; Laraos offraient le premier-né de leurs enfants &agrave; la montagne de Tunshuhuanca de la mčme manière qu'ils l'avaient fait &agrave; Sinchimarca.,Simon van de Kerke 2014-06-03
29863,,,Simon van de Kerke 2014-06-03
29864,,1976: 130,Simon van de Kerke 2014-06-03
29865,,,Simon van de Kerke 2014-06-03
29866,,"1982:70, ex.251-252",Simon van de Kerke 2014-06-03
29867,,"1977, 192",Simon van de Kerke 2014-06-03
29868,,ex.102,Simon van de Kerke 2014-06-03
29869,,,Simon van de Kerke 2014-06-03
29870,,Parker 1976: 83,Simon van de Kerke 2014-06-03
29871,,ñuka chi-da pay-mu ni-rga-ni  I that-AC she-AL say-PST-1s I said that to her/him,Simon van de Kerke 2014-06-03
29872,,Cerron 1976:129-130,Simon van de Kerke 2014-06-03
29873,postposition that can be also be inflected with bound pronoun,,Joshua Birchall 2013-12-16
29874,Recipient receives an allative case marker,,Joshua Birchall 2013-12-16
29875,,,Joshua Birchall 2013-12-16
29876,,,Joshua Birchall 2013-12-16
29877,,,Joshua Birchall 2013-12-16
29878,,,Joshua Birchall 2013-12-16
29879,,,Joshua Birchall 2013-12-16
29880,,,Joshua Birchall 2013-12-16
29881,"Unlike most TG languages, the use of -pe is primarily used for locatives.",,Joshua Birchall 2013-12-16
29882,,,Joshua Birchall 2013-12-16
29883,"oblique postposition _:ja, directional/dative/causee/experiencer",,Joshua Birchall 2013-12-16
29884,,,Joshua Birchall 2013-12-16
29885,p.386 no 'ditransitive' verb requires more than two obligatory arguments,,Joshua Birchall 2013-12-16
29886,,,Simon van de Kerke 2014-06-03
29887,Indirect objects can be marked by either a suffix -isi/-to/-ma or as the object of a postposition saba.  considered the primary strategy for recipient marking,,Joshua Birchall 2013-12-16
29888,,,Joshua Birchall 2013-12-16
29889,,,Joshua Birchall 2013-12-16
29890,,,Joshua Birchall 2013-12-16
29891,,,Joshua Birchall 2013-12-16
29892,lexical R are marked by postposition.  Pronominal recipients are prefixed to postposition,,Joshua Birchall 2013-12-16
29893,,,Joshua Birchall 2013-12-16
29894,"animacy of O does not condition accusative marking.  However, if A is 1pl/2sg/2pl, O is not marked",,Joshua Birchall 2013-12-16
29895,,,Joshua Birchall 2013-12-16
29896,,,Joshua Birchall 2013-12-16
29897,,,Joshua Birchall 2013-12-16
29898,no examples of ergative marked inanimate arguments,,Joshua Birchall 2013-12-16
29899,,,Joshua Birchall 2013-12-16
29900,,,Joshua Birchall 2013-12-16
29901,,,Joshua Birchall 2013-12-16
29902,,,Joshua Birchall 2013-12-16
29903,"According to Hardman, when a case marker is used with a non-human nominal, it is only 'relational' and does not affect its complement status as an object. However, the 'zero complement' O in the basic transitive construction does include inanimate arguments.",,Joshua Birchall 2013-12-16
29904,,,Joshua Birchall 2013-12-16
29905,,,Joshua Birchall 2013-12-16
29906,,,Joshua Birchall 2013-12-16
29907,,,Simon van de Kerke 2014-06-03
29908,,,Joshua Birchall 2013-12-16
29909,"inanimate A is rare, but appears to be cased marked.  But depends on idea of 'wind' in the example.",,Joshua Birchall 2013-12-16
29910,,uksipiasunchis suu kelluna-[0] 'juntaremos dos cuerdas',Simon van de Kerke 2014-06-03
29911,,,Joshua Birchall 2013-12-16
29912,"maybe a pragmatic distinction, but not clearly animacy-based",,Joshua Birchall 2013-12-16
29913,,,Simon van de Kerke 2014-06-03
29914,,,Joshua Birchall 2013-12-16
29915,"accusative -ka can occur with inanimates, but only rarely.",,Joshua Birchall 2013-12-16
29916,,,Joshua Birchall 2013-12-16
29917,Seems that relevant parameters seem to be definiteness and position.  Miller 'specific referential patients',,Joshua Birchall 2013-12-16
29918,,,Joshua Birchall 2013-12-16
29919,absolutive case marker is sensitive to focus and giveness,,Joshua Birchall 2013-12-16
29920,,,Joshua Birchall 2013-12-16
29921,BOLD:,,Joshua Birchall 2013-12-16
29922,,,Joshua Birchall 2013-12-16
29923,,,Simon van de Kerke 2014-06-03
29924,,,Joshua Birchall 2013-12-16
29925,"marking is variable in object-initial word orders. Occurs 'only on an O NP in an Ac(onstruction), when the A argument is 3rd person' p.282",,Joshua Birchall 2013-12-16
29926,,inkis nua hirunám vɨlan ɨkɨntsayi||inkis nua hiru-nám vɨla-n ɨ-kɨnt-sa-yi||foreigner woman wood-LOC candle-ACC CAUS-sit-ATT-REMPAST:3:DECL||A white woman placed the candle into the candle holder,George Saad 2013-12-22
29927,,,Joshua Birchall 2013-12-16
29928,,,Joshua Birchall 2013-12-16
29929,Only occurs when O is port-verbal,,Joshua Birchall 2013-12-16
29930,,,Joshua Birchall 2013-12-16
29931,,,Joshua Birchall 2013-12-16
29932,,,Joshua Birchall 2013-12-16
29933,,,Joshua Birchall 2013-12-16
29934,"for an O to be case marked, it must be referential and human.",,Joshua Birchall 2013-12-16
29935,,,Joshua Birchall 2013-12-16
29936,,,Joshua Birchall 2013-12-16
29937,,,Joshua Birchall 2013-12-16
29938,,,Joshua Birchall 2013-12-16
29939,"inanimates cannot be A.  They are marked by (homophonous) instrumental case, and the verb is intransitive (or derived as such)",,Joshua Birchall 2013-12-16
29940,,,Joshua Birchall 2013-12-16
29941,BOLD:,,Joshua Birchall 2013-12-16
29942,,,Joshua Birchall 2013-12-16
29943,,,Joshua Birchall 2013-12-16
29944,,,Joshua Birchall 2013-12-16
29945,,,Joshua Birchall 2013-12-16
29946,,,Simon van de Kerke 2014-06-03
29949,"animacy appears to have no effect on marking, only definiteness",,Joshua Birchall 2013-12-16
29950,,,Joshua Birchall 2013-12-16
29951,"Girón analyzes differential marking as being rooted in pragmatic status, being to 'topicalize active arguments to give an emphasis of contrast' 2008:353",,Joshua Birchall 2013-12-16
29952,lack of case marker is considered an instance of object incorporation by Weber 1989:181,"Weber 1989:179, ex.630-632",Simon van de Kerke 2014-06-03
29953,,,Simon van de Kerke 2014-06-03
29954,,,Simon van de Kerke 2014-06-03
29955,,,Simon van de Kerke 2014-06-03
29956,,ñuka amigo asa-ra upi-n 'my friend chicha-acc drink',Simon van de Kerke 2014-06-03
29957,,Chay-manta-qa washa-n-ta kasha-kuna-ga tuqsi-chka-rqa 'Entonces las espinas le pinchaban la espalda.',Simon van de Kerke 2014-06-03
29958,,,Simon van de Kerke 2014-06-03
29959,,"1976: 63, ex. 1",Simon van de Kerke 2014-06-03
29960,,,Simon van de Kerke 2014-06-03
29961,,"1982:70, ex.249a",Simon van de Kerke 2014-06-03
29962,,"1977, 98, 188",Simon van de Kerke 2014-06-03
29963,,,Simon van de Kerke 2014-06-03
29964,,,Simon van de Kerke 2014-06-03
29965,,Parker 1976: 83,Simon van de Kerke 2014-06-03
29966,,,Simon van de Kerke 2014-06-03
29967,,Cerron 1976:129-130,Simon van de Kerke 2014-06-03
29968,,,Joshua Birchall 2013-12-16
29969,,,Joshua Birchall 2013-12-16
29970,"one counterexample found on p.130, ex.10.  On p.176, it is stated that objects are obligatorily marked with -k only if a subject is realized as a full pronoun.  Contradictory.",,Joshua Birchall 2013-12-16
29971,"there is a restriction against inanimate transitive subjects.  These are realized as instrumentals (case markers homophonous) but another subject is included in the clause, e.g. 'Your nails cut me' = 'You cut me with your nails' ; or, the clause is treated as intransitive, e.g. 'The tree branch killed the boy' = 'The boy died with (from) the tree branch'.  The intransitive shift is clear from use of intransitive TMA morphology on the verb.  Ferreira p.c. 11-06-12",,Joshua Birchall 2013-12-16
29972,,,Joshua Birchall 2013-12-16
29973,,,Joshua Birchall 2013-12-16
29974,inanimates (or any noun) are unmarked if generic and non-topical,,Joshua Birchall 2013-12-16
29975,,,Joshua Birchall 2013-12-16
29976,,,Joshua Birchall 2013-12-16
29977,,,Joshua Birchall 2013-12-16
29978,,,Joshua Birchall 2013-12-16
29979,,,Joshua Birchall 2013-12-16
29980,,,Joshua Birchall 2013-12-16
29981,,,Simon van de Kerke 2014-06-03
29982,,,Joshua Birchall 2013-12-16
29983,,,Joshua Birchall 2013-12-16
29984,,,Joshua Birchall 2013-12-16
29985,,,Joshua Birchall 2013-12-16
29986,,,Joshua Birchall 2013-12-16
29987,,,Joshua Birchall 2013-12-16
29988,,,Joshua Birchall 2013-12-16
29989,O is not case marked when A is 1pl/2sg/2pl. O is case marked when A is 1sg or 3,,Joshua Birchall 2013-12-16
29990,,,Joshua Birchall 2013-12-16
29991,,,Joshua Birchall 2013-12-16
29992,,,Joshua Birchall 2013-12-16
29993,,,Joshua Birchall 2013-12-16
29994,,,Joshua Birchall 2013-12-16
29995,,,Joshua Birchall 2013-12-16
29996,,,Joshua Birchall 2013-12-16
29997,,,Joshua Birchall 2013-12-16
29998,Accusative case marked by suppression of final vowel.  Indirect objects (dative/ilative) are marked by -ru and can also be referenced on the verb.,,Joshua Birchall 2013-12-16
29999,,,Joshua Birchall 2013-12-16
30000,,,Joshua Birchall 2013-12-16
30001,,,Joshua Birchall 2013-12-16
30002,,,Simon van de Kerke 2014-06-03
30003,,,Joshua Birchall 2013-12-16
30004,,,Joshua Birchall 2013-12-16
30005,,kistu mii itita kamin iti acharkan 'este señor grave enfermedad padecía',Simon van de Kerke 2014-06-03
30006,,,Joshua Birchall 2013-12-16
30007,,,Joshua Birchall 2013-12-16
30008,,,Simon van de Kerke 2014-06-03
30009,,,Joshua Birchall 2013-12-16
30010,,,Joshua Birchall 2013-12-16
30011,,,Joshua Birchall 2013-12-16
30012,,,Joshua Birchall 2013-12-16
30013,,,Joshua Birchall 2013-12-16
30014,,,Joshua Birchall 2013-12-16
30015,,,Joshua Birchall 2013-12-16
30016,BOLD:,,Joshua Birchall 2013-12-16
30017,,,Joshua Birchall 2013-12-16
30018,,,Simon van de Kerke 2014-06-03
30019,,,Joshua Birchall 2013-12-16
30020,,,Joshua Birchall 2013-12-16
30021,,,Joshua Birchall 2013-12-16
30022,,,Joshua Birchall 2013-12-16
30023,,,Joshua Birchall 2013-12-16
30024,,,Joshua Birchall 2013-12-16
30025,,,Joshua Birchall 2013-12-16
30026,,,Joshua Birchall 2013-12-16
30027,,,Joshua Birchall 2013-12-16
30028,,,Joshua Birchall 2013-12-16
30029,,,Joshua Birchall 2013-12-16
30030,,,Joshua Birchall 2013-12-16
30031,,,Joshua Birchall 2013-12-16
30032,,,Joshua Birchall 2013-12-16
30033,,,Joshua Birchall 2013-12-16
30034,,,Joshua Birchall 2013-12-16
30035,BOLD:,,Joshua Birchall 2013-12-16
30036,,,Joshua Birchall 2013-12-16
30037,,,Joshua Birchall 2013-12-16
30038,,,Joshua Birchall 2013-12-16
30039,no case marking,,Joshua Birchall 2013-12-16
30040,,,Simon van de Kerke 2014-06-03
30041,,,Joshua Birchall 2013-12-16
30042,,,Joshua Birchall 2013-12-16
30043,,,Joshua Birchall 2013-12-16
30044,,,Joshua Birchall 2013-12-16
30045,,,Joshua Birchall 2013-12-16
30046,,,Simon van de Kerke 2014-06-03
30047,,,Simon van de Kerke 2014-06-03
30048,,,Simon van de Kerke 2014-06-03
30049,,,Simon van de Kerke 2014-06-03
30050,,,Simon van de Kerke 2014-06-03
30051,,,Simon van de Kerke 2014-06-03
30052,,,Simon van de Kerke 2014-06-03
30053,,,Simon van de Kerke 2014-06-03
30054,,,Simon van de Kerke 2014-06-03
30055,,"1982:70, ex.248-9",Simon van de Kerke 2014-06-03
30056,,"1977, 98",Simon van de Kerke 2014-06-03
30057,,,Simon van de Kerke 2014-06-03
30058,,,Simon van de Kerke 2014-06-03
30059,,Parker 1976: 83,Simon van de Kerke 2014-06-03
30060,,misi-ga kisu-da shuwa-rga cat-TO cheese-AC steal-PAST,Simon van de Kerke 2014-06-03
30061,,Cerron 1976:103,Simon van de Kerke 2014-06-03
30062,,,Joshua Birchall 2013-12-16
30063,,,Joshua Birchall 2013-12-16
30064,,,Joshua Birchall 2013-12-16
30065,,,Joshua Birchall 2013-12-16
30066,,,Joshua Birchall 2013-12-16
30067,,,Joshua Birchall 2013-12-16
30068,,,Joshua Birchall 2013-12-16
30069,,,Joshua Birchall 2013-12-16
30070,no case marking,,Joshua Birchall 2013-12-16
30071,,,Joshua Birchall 2013-12-16
30072,,,Joshua Birchall 2013-12-16
30073,,,Joshua Birchall 2013-12-16
30074,,,Joshua Birchall 2013-12-16
30075,,,Simon van de Kerke 2014-06-03
30076,,,Joshua Birchall 2013-12-16
30077,,,Joshua Birchall 2013-12-16
30078,,,Joshua Birchall 2013-12-16
30079,,,Joshua Birchall 2013-12-16
30080,,,Joshua Birchall 2013-12-16
30081,,,Joshua Birchall 2013-12-16
30082,no case marking of S/A/O,,Joshua Birchall 2013-12-16
30083,"Pronouns are marked for accusative case in all but the following configurations: 1pl.A>2pl/3, 2sg/pl.A>1pl/3.",,Joshua Birchall 2013-12-16
30084,,,Joshua Birchall 2013-12-16
30085,,,Joshua Birchall 2013-12-16
30086,,,Joshua Birchall 2013-12-16
30087,,,Joshua Birchall 2013-12-16
30088,,,Joshua Birchall 2013-12-16
30089,generally only occur for A,,Joshua Birchall 2013-12-16
30090,,,Joshua Birchall 2013-12-16
30091,,,Joshua Birchall 2013-12-16
30092,No examples of O pronoun found in text. Pronouns do take -ru (dative/ablative),,Joshua Birchall 2013-12-16
30093,,,Joshua Birchall 2013-12-16
30094,,,Joshua Birchall 2013-12-16
30095,,,Joshua Birchall 2013-12-16
30096,,,Simon van de Kerke 2014-06-03
30097,,,Joshua Birchall 2013-12-16
30098,,,Joshua Birchall 2013-12-16
30099,,iktararkan nisipichu engañó a mí,Simon van de Kerke 2014-06-03
30100,,,Joshua Birchall 2013-12-16
30101,,,Joshua Birchall 2013-12-16
30102,,,Simon van de Kerke 2014-06-03
30103,,,Joshua Birchall 2013-12-16
30104,,,Joshua Birchall 2013-12-16
30105,,,Joshua Birchall 2013-12-16
30106,,,Joshua Birchall 2013-12-16
30107,,,Joshua Birchall 2013-12-16
30108,,,Joshua Birchall 2013-12-16
30109,,,Joshua Birchall 2013-12-16
30110,BOLD:,,Joshua Birchall 2013-12-16
30111,Can be used for S/A/O,,Joshua Birchall 2013-12-16
30112,,,Simon van de Kerke 2014-06-03
30113,"Crevels (2012:251 s)ays that pronouns cannot be used for P, only S and A, but see Crevels 2012:252, ex.37",,Joshua Birchall 2013-12-16
30114,"1sg, 2sg are bound to predicate, but 1pl, 2pl, 3pl show S/A vs O case marking",,Joshua Birchall 2013-12-16
30115,"Note that it is still unclear to what extent pronouns are used as direct objects. Traditionally, objects (except for 3person) are marked on the verb in the absence of pronouns, although this seems to be changing (Pelizzaro, pers. comm.)","Natɨm maikiua aun nish nɨkawartasa||Natɨm maikiua au-n ni-sh nɨk-a-war-tasa||Ayahuasca datura  DST-ACC 3-ADD know-SS:3PL-INTENT||Ayahuasca, Datura, wanting to know (about) these...'",George Saad 2013-12-22
30116,,,Joshua Birchall 2013-12-16
30117,,,Joshua Birchall 2013-12-16
30118,Only S/A realized as free pronouns. O is always bound.,,Joshua Birchall 2013-12-16
30119,,,Joshua Birchall 2013-12-16
30120,,,Joshua Birchall 2013-12-16
30121,Pronouns are obligatory for A (in preverbal position) and can occur emphatically for SAO in postverbal position,,Joshua Birchall 2013-12-16
30122,,,Joshua Birchall 2013-12-16
30123,,,Joshua Birchall 2013-12-16
30124,,,Joshua Birchall 2013-12-16
30125,,,Joshua Birchall 2013-12-16
30126,,,Joshua Birchall 2013-12-16
30127,,,Joshua Birchall 2013-12-16
30128,,,Joshua Birchall 2013-12-16
30129,,,Joshua Birchall 2013-12-16
30130,BOLD:,,Joshua Birchall 2013-12-16
30131,SAP O can only be indexed. 3rd person SAO all expressed by same 3rd person free pronoun,,Joshua Birchall 2013-12-16
30132,it is unclear whether free pronoun forms can be used as objects,,Joshua Birchall 2013-12-16
30133,,,Joshua Birchall 2013-12-16
30134,,,Joshua Birchall 2013-12-16
30135,,,Simon van de Kerke 2014-06-03
30136,,,Joshua Birchall 2013-12-16
30137,"No free pronouns, only emphatic or demonstrative",,Joshua Birchall 2013-12-16
30138,,,Joshua Birchall 2013-12-16
30139,,,Joshua Birchall 2013-12-16
30140,,,Joshua Birchall 2013-12-16
30141,,"1983:37, ex. 94",Simon van de Kerke 2014-06-03
30142,,,Simon van de Kerke 2014-06-03
30143,,,Simon van de Kerke 2014-06-03
30144,,,Simon van de Kerke 2014-06-03
30145,,,Simon van de Kerke 2014-06-03
30146,,,Simon van de Kerke 2014-06-03
30147,,,Simon van de Kerke 2014-06-03
30148,,,Simon van de Kerke 2014-06-03
30149,,,Simon van de Kerke 2014-06-03
30150,,,Simon van de Kerke 2014-06-03
30151,,"1977, 98",Simon van de Kerke 2014-06-03
30152,,,Simon van de Kerke 2014-06-03
30153,,,Simon van de Kerke 2014-06-03
30154,,Parker 1976: 83,Simon van de Kerke 2014-06-03
30155,,ñuka chi-da pay-mu ni-rga-ni  I that-AC she-AL say-PST-1s I said that to her/him,Simon van de Kerke 2014-06-03
30156,,,Simon van de Kerke 2014-06-03
30157,Free forms only used for S and A (O is bound pronoun). Ergative postposition only occurs following A.,,Joshua Birchall 2013-12-16
30158,,,Joshua Birchall 2013-12-16
30159,Only S/A pronouns for 1st and 2nd persons. O is expressed by a bound pronominal,,Joshua Birchall 2013-12-16
30160,,,Joshua Birchall 2013-12-16
30161,,,Joshua Birchall 2013-12-16
30162,"Cannot occur as P, only bound to verb. Can occur as S, together with S indexation",,Joshua Birchall 2013-12-16
30163,,,Joshua Birchall 2013-12-16
30164,no O pronoun,,Joshua Birchall 2013-12-16
30165,object pronouns are either distinct from S/A (3rd person) or are postpositions that take the O prefix set (SAPs),,Joshua Birchall 2013-12-16
30166,,,Joshua Birchall 2013-12-16
30167,,,Joshua Birchall 2013-12-16
30168,,,Joshua Birchall 2013-12-16
30169,,,Joshua Birchall 2013-12-16
30170,,,Simon van de Kerke 2014-06-03
30171,,,Joshua Birchall 2013-12-16
30172,Obligatory for A and optional for S,,Joshua Birchall 2013-12-16
30173,,,Joshua Birchall 2013-12-16
30174,,,Joshua Birchall 2013-12-16
30175,,,Joshua Birchall 2013-12-16
30176,,,Joshua Birchall 2013-12-16
30177,,,Joshua Birchall 2013-12-16
30178,T and R can both be marked with accusative.,,Joshua Birchall 2013-12-16
30179,,,Joshua Birchall 2013-12-16
